Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ubiquinone and other terpenoid-quinone biosynthesis	2/7	0.09980941883403147	1.0	0	0	3.6281179138321993	8.360971330697334	COQ3;COQ5
Electron transport reaction in mitochondria	2/10	0.18324733553167982	1.0	0	0	2.53968253968254	4.309634230841327	SDHA;SDHB
Free radical-induced apoptosis	1/10	0.5597573272013774	1.0	0	0	1.26984126984127	0.7368278520088446	GPX1
Purine catabolism	1/10	0.5597573272013774	1.0	0	0	1.26984126984127	0.7368278520088446	GPX1
Cardiac protection against reactive oxygen species	1/11	0.5944436880780763	1.0	0	0	1.1544011544011543	0.6004378514529694	GPX1
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	1/11	0.5944436880780763	1.0	0	0	1.1544011544011543	0.6004378514529694	PROC
Coagulation common pathway	1/14	0.6829577249647462	1.0	0	0	0.9070294784580498	0.3458705826988279	PROC
Extrinsic prothrombin activation pathway	1/15	0.7079421891662485	1.0	0	0	0.8465608465608465	0.29239605700931365	PROC
Chylomicron-mediated lipid transport	1/17	0.7521627371106427	1.0	0	0	0.7469654528478058	0.21273768269833976	LIPC
Acute myocardial infarction	1/20	0.8062688312148912	1.0	0	0	0.634920634920635	0.13672257434877025	PROC
Tricarboxylic acid (TCA) cycle	2/39	0.8234343481505564	1.0	0	0	0.6512006512006512	0.12650969832649858	SDHA;SDHB
Pyruvate metabolism and citric acid (TCA) cycle	2/40	0.8341495574594533	1.0	0	0	0.634920634920635	0.11513813791068762	SDHA;SDHB
Nitrogen metabolism	1/23	0.8485686044162064	1.0	0	0	0.5521048999309869	0.0906580228104059	AMT
Triacylglyceride biosynthesis	1/24	0.860507425960594	1.0	0	0	0.5291005291005291	0.07948837753821011	LIPC
Galactose metabolism	1/26	0.8816369982755907	1.0	0	0	0.48840048840048844	0.06152619012116197	GALT
Segmentation clock	1/26	0.8816369982755907	1.0	0	0	0.48840048840048844	0.06152619012116197	PROC
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	1/28	0.8995676503698277	1.0	0	0	0.4535147392290249	0.048000462385173394	PROC
Multi-step regulation of transcription by PITX2	1/28	0.8995676503698277	1.0	0	0	0.4535147392290249	0.048000462385173394	PROC
Lipoprotein metabolism	1/29	0.9074876418183319	1.0	0	0	0.43787629994526545	0.04250698665217032	LIPC
Statin pathway	1/29	0.9074876418183319	1.0	0	0	0.43787629994526545	0.04250698665217032	LIPC
Integrin beta-2 pathway	1/29	0.9074876418183319	1.0	0	0	0.43787629994526545	0.04250698665217032	PROC
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	1/30	0.9147834222139863	1.0	0	0	0.42328042328042326	0.03770071481806329	PROC
One-carbon metabolism	1/31	0.9215041596219223	1.0	0	0	0.40962621607782895	0.03348611896118862	AMT
Glycine, serine and threonine metabolism	1/32	0.9276951514022331	1.0	0	0	0.3968253968253968	0.02978257968580864	AMT
Prothrombin activation intrinsic pathway	1/32	0.9276951514022331	1.0	0	0	0.3968253968253968	0.02978257968580864	PROC
Fibrin clot formation (clotting cascade)	1/32	0.9276951514022331	1.0	0	0	0.3968253968253968	0.02978257968580864	PROC
Fatty acid beta oxidation	1/34	0.938651537935323	1.0	0	0	0.3734827264239029	0.023645552851018187	LIPC
Mitotic prometaphase	1/43	0.9707192842801082	1.0	0	0	0.29531192321889993	0.008776065587803411	NUDC
Wnt interactions in lipid metabolism and immune response	1/45	0.9751583272167059	1.0	0	0	0.2821869488536155	0.007098535246189599	PEPD
Amino sugar and nucleotide sugar metabolism	1/45	0.9751583272167059	1.0	0	0	0.2821869488536155	0.007098535246189599	GALT
Polo-like kinase 1 (PLK1) pathway	1/46	0.9771188390570774	1.0	0	0	0.27605244996549344	0.006389785406568083	NUDC
Lipid digestion, mobilization, and transport	1/48	0.9805881052224387	1.0	0	0	0.26455026455026454	0.005185920619075525	LIPC
Activation of chaperones by IRE1 alpha	1/48	0.9805881052224387	1.0	0	0	0.26455026455026454	0.005185920619075525	SERP1
Presenilin action in Notch and Wnt signaling	1/48	0.9805881052224387	1.0	0	0	0.26455026455026454	0.005185920619075525	AES
Glycerolipid metabolism	1/49	0.9821202829050664	1.0	0	0	0.2591512795594428	0.004675475334061021	LIPC
Glutathione metabolism	1/51	0.9848315286693351	1.0	0	0	0.24898848428260192	0.003805711627126745	GPX1
Mitochondrial protein import	1/52	0.986028907844482	1.0	0	0	0.24420024420024422	0.0034358013451972844	LDHD
Pyruvate metabolism	1/52	0.986028907844482	1.0	0	0	0.24420024420024422	0.0034358013451972844	LDHD
Amyotrophic lateral sclerosis (ALS)	1/53	0.9871318061556722	1.0	0	0	0.2395926924228811	0.003103134174373982	GPX1
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	2/81	0.9897846174304368	1.0	0	0	0.313541054281795	0.0032194137327165888	SDHA;SDHB
Arachidonic acid metabolism	1/58	0.9914702514983865	1.0	0	0	0.21893814997263272	0.0018754975378289425	GPX1
Complement and coagulation cascades	1/70	0.9968211089689629	1.0	0	0	0.18140589569160998	5.775881067861891E-4	PROC
Nucleotide metabolism	1/70	0.9968211089689629	1.0	0	0	0.18140589569160998	5.775881067861891E-4	GPX1
Glycolysis and gluconeogenesis	1/75	0.9978928964631412	1.0	0	0	0.16931216931216933	3.5713466292241385E-4	GALM
Electron transport chain	2/105	0.9982162020210513	1.0	0	0	0.2418745275888133	4.318405662463772E-4	SDHA;SDHB
Unfolded protein response	1/79	0.9984834592209165	1.0	0	0	0.16073940124573036	2.4395288583539172E-4	SERP1
Nuclear beta-catenin signaling and target gene transcription regulation	1/80	0.9986031332353555	1.0	0	0	0.15873015873015875	2.2187988770090396E-4	AES
Tricarboxylic acid (TCA) cycle and respiratory electron transport	2/117	0.9992666280706387	1.0	0	0	0.21706688373355043	1.5924916089639653E-4	SDHA;SDHB
Androgen receptor signaling, proteolysis, and transcription regulation	1/88	0.999275930303428	1.0	0	0	0.1443001443001443	1.0452120658603139E-4	AES
Cell surface interactions at the vascular wall	1/94	0.9995572193575175	1.0	0	0	0.13508949679162444	5.9828260557539646E-5	PROC
M phase pathway	1/96	0.9996240512639324	1.0	0	0	0.13227513227513227	4.9738018850603225E-5	NUDC
Parkinson's disease	2/131	0.9997416231554335	1.0	0	0	0.1938688961589725	5.0097705971486895E-5	SDHA;SDHB
Oxidative phosphorylation	2/136	0.9998219162481257	1.0	0	0	0.18674136321195145	3.325856408375361E-5	SDHA;SDHB
Huntington's disease	3/184	0.9999593600274125	1.0	0	0	0.20703933747412007	8.414243977966854E-6	GPX1;SDHA;SDHB
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	1/135	0.9999817355149059	1.0	0	0	0.09406231628453851	1.7180154630791732E-6	GPX1
